Kingdom,Phylum,Class,Order,Family,Genus,Species
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Rudaea,s__Rudaea_cellulosilytica
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Intestinimonas,s__Intestinimonas_SGB15130
k__Bacteria,p__Firmicutes,c__CFGB9523,o__OFGB9523,f__FGB9523,g__GGB28447,s__GGB28447_SGB41030
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__GGB44403,s__GGB44403_SGB103000
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Neobacillus,s__Neobacillus_fumarioli
k__Bacteria,p__Firmicutes,c__CFGB1249,o__OFGB1249,f__FGB1249,g__GGB3033,s__GGB3033_SGB4028
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_pyruviciproducens
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pararhodobacter,s__Pararhodobacter_marinus
k__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Succinispira,s__Succinispira_mobilis
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Phaeovulum,s__Phaeovulum_vinaykumarii
k__Bacteria,p__Bacteroidetes,c__CFGB36045,o__OFGB36045,f__FGB36045,g__GGB35490,s__GGB35490_SGB50041
k__Bacteria,p__Bacteroidetes,c__CFGB42238,o__OFGB42238,f__FGB42238,g__GGB46492,s__GGB46492_SGB64353
k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__Pedobacter_sp_AK013
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,s__Duganella_sp_AF9R3
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Commensalibacter,s__Commensalibacter_intestini
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_lurida
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Faecalicatena,s__Faecalicatena_SGB4873
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Faecalibacterium,s__Faecalibacterium_prausnitzii
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Ferrovales,f__Ferrovaceae,g__Ferrovum,s__Ferrovum_sp_PN_J185
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp_FJAT_26652
k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Caldanaerobius,s__Caldanaerobius_polysaccharolyticus
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Siminovitchia,s__Siminovitchia_thermophila
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinokineospora,s__Actinokineospora_xionganensis
k__Bacteria,p__Firmicutes,c__CFGB9773,o__OFGB9773,f__FGB9773,g__GGB25158,s__GGB25158_SGB42321
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__Halomonas_coralii
k__Bacteria,p__Cyanobacteria,c__Cyanobacteria_unclassified,o__Pseudanabaenales,f__Leptolyngbyaceae,g__Leptolyngbya,s__Leptolyngbya_sp_hensonii
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Streptosporangiales,f__Nocardiopsaceae,g__Nocardiopsis,s__Nocardiopsis_mwathae
k__Bacteria,p__Armatimonadetes,c__Armatimonadetes_unclassified,o__Armatimonadetes_unclassified,f__Armatimonadetes_unclassified,g__Armatimonadetes_unclassified,s__Armatimonadetes_bacterium_Uphvl_Ar2
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_flagellatus
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB25577,s__GGB25577_SGB37545
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_thermoaerophilus
k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Thiovulaceae,g__Sulfurimonas,s__Sulfurimonas_indica
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Peribacillus,s__Peribacillus_asahii
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium_centrolobii
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Mangrovimonas,s__Mangrovimonas_sp_TPBH4
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus_pontis
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Methylobacteriaceae,g__Methylorubrum,s__Methylorubrum_extorquens
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Atopobacter,s__Atopobacter_sp_AH10
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_sp_oral_taxon_338
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Betaproteobacteria_unclassified,f__Betaproteobacteria_unclassified,g__Candidatus_Accumulibacter,s__Candidatus_Accumulibacter_phosphatis
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Porticoccaceae,g__GGB8977,s__GGB8977_SGB13841
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Aurantimonadaceae,g__Aureimonas,s__Aureimonas_pseudogalii
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium_sp_PvR107
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB24113,s__GGB24113_SGB35908
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_unclassified,f__Gammaproteobacteria_unclassified,g__Gammaproteobacteria_unclassified,s__gamma_proteobacterium_HTCC5015
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_aciduliphilum
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Brevibacillus,s__Brevibacillus_brevis
k__Bacteria,p__Firmicutes,c__CFGB9141,o__OFGB9141,f__FGB9141,g__GGB31357,s__GGB31357_SGB44680
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium_vulneris
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium_sp_Leaf111
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,s__Pseudoxanthomonas_broegbernensis
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Chromobacteriaceae,g__Pseudogulbenkiania,s__Pseudogulbenkiania_sp_MAI_1
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacterales_unclassified,g__Rhodobacterales_unclassified,s__Rhodobacterales_bacterium
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium_ephedrae
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor_sp_An10
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,s__Cupriavidus_malaysiensis
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Porticoccaceae,g__Porticoccaceae_unclassified,s__Porticoccaceae_unclassified_SGB60212
k__Bacteria,p__Bacteroidetes,c__Bacteroidetes_unclassified,o__Bacteroidetes_Order_II_Incertae_sedis,f__Rhodothermaceae,g__Rhodothermus,s__Rhodothermus_bifroesti
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Ornithinimicrobiaceae,g__Serinicoccus,s__Serinicoccus_sp_P2D13
k__Bacteria,p__Firmicutes,c__CFGB37543,o__OFGB37543,f__FGB37543,g__GGB25187,s__GGB25187_SGB37118
k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Algoriphagus,s__Algoriphagus_resistens
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_sedlakii
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,g__Epilithonimonas,s__Epilithonimonas_hungarica
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_sp_AF21_14LB
k__Bacteria,p__Proteobacteria,c__CFGB3154,o__OFGB3154,f__FGB3154,g__GGB10665,s__GGB10665_SGB17319
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Microbacteriaceae,g__Curtobacterium,s__Curtobacterium_sp_314Chir4_1
k__Bacteria,p__Ignavibacteriae,c__CFGB73664,o__OFGB73664,f__FGB73664,g__GGB6739,s__GGB6739_SGB9532
k__Bacteria,p__Candidatus_Roizmanbacteria,c__CFGB7841,o__OFGB7841,f__FGB7841,g__GGB31872,s__GGB31872_SGB65430
k__Bacteria,p__Proteobacteria,c__CFGB14200,o__OFGB14200,f__FGB14200,g__GGB38796,s__GGB38796_SGB60181
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter_sp_NG254
k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__Pedobacter_gandavensis
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Marinomonas,s__Marinomonas_colpomeniae
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Parvibaculaceae,g__GGB7496,s__GGB7496_SGB10937
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas_palustris
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Actibacterium,s__Actibacterium_ureilyticum
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Devosiaceae,g__Devosia,s__Devosia_sp_Root685
k__Bacteria,p__Candidatus_Marinimicrobia,c__CFGB40287,o__OFGB40287,f__FGB40287,g__GGB34697,s__GGB34697_SGB50760
k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter,s__Fibrobacter_sp_UWB5
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Thiobacillaceae,g__Thiobacillus,s__Thiobacillus_denitrificans
k__Archaea,p__Euryarchaeota,c__Methanonatronarchaeia,o__Methanonatronarchaeales,f__Methanonatronarchaeaceae,g__Methanonatronarchaeum,s__Methanonatronarchaeum_thermophilum
k__Bacteria,p__Verrucomicrobia,c__CFGB40879,o__OFGB40879,f__FGB40879,g__GGB43524,s__GGB43524_SGB60858
k__Bacteria,p__Chloroflexi,c__CFGB2607,o__OFGB2607,f__FGB2607,g__GGB40440,s__GGB40440_SGB55483
k__Bacteria,p__Firmicutes,c__CFGB10566,o__OFGB10566,f__FGB10566,g__GGB32182,s__GGB32182_SGB106946
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Microbacteriaceae,g__Agromyces,s__Agromyces_lapidis
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Pseudoalteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas_arctica
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Ornithinimicrobiaceae,g__Serinicoccus,s__Serinicoccus_hydrothermalis
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__Sphingopyxis_sp_YR583
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Bacillales_unclassified,s__Bacillales_bacterium
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Jeotgalicoccus,s__Jeotgalicoccus_halotolerans
k__Bacteria,p__Proteobacteria,c__CFGB58570,o__OFGB58570,f__FGB58570,g__GGB68125,s__GGB68125_SGB92015
k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_litoralis
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Rudaea,s__Rudaea_sp_3F27F6
k__Archaea,p__Candidatus_Diapherotrites,c__CFGB52648,o__OFGB52648,f__FGB52648,g__GGB53919,s__GGB53919_SGB75093
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB3204,s__GGB3204_SGB4229
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_hygroscopicus
k__Bacteria,p__Candidatus_Absconditabacteria,c__Candidatus_Absconditabacteria_unclassified,o__Candidatus_Absconditabacteria_unclassified,f__Candidatus_Absconditabacteria_unclassified,g__Candidatus_Absconditabacteria_unclassified,s__SR1_bacterium_human_oral_taxon_HOT_345
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB13303,s__GGB13303_SGB20544
k__Bacteria,p__Armatimonadetes,c__CFGB58712,o__OFGB58712,f__FGB58712,g__GGB68978,s__GGB68978_SGB93005
k__Bacteria,p__Cyanobacteria,c__Cyanobacteria_unclassified,o__Synechococcales,f__Merismopediaceae,g__Synechocystis,s__Synechocystis_salina
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,s__Aequorivita_sp_H23M31
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Dermatophilaceae,g__Austwickia,s__Austwickia_chelonae
k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Candidatus_Marinarcus,s__Candidatus_Marinarcus_aquaticus
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__GGB6518,s__GGB6518_SGB9206
k__Bacteria,p__Firmicutes,c__CFGB2928,o__OFGB2928,f__FGB2928,g__GGB80050,s__GGB80050_SGB6678
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Methylobacteriaceae,g__Microvirga,s__Microvirga_sp_KLBC_81
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_brasiliensis
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Salinarimonadaceae,g__Salinarimonas,s__Salinarimonas_rosea
k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfobaculum,s__Desulfobaculum_xiamenense
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp_JCM_19034
k__Bacteria,p__Bacteroidetes,c__Saprospiria,o__Saprospirales,f__Lewinellaceae,g__Lewinella,s__Lewinella_sp_IMCC34183
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia_sp_CE17
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Geobacillus,s__Geobacillus_subterraneus
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Sporolactobacillaceae,g__GGB71120,s__GGB71120_SGB96842
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Microbacteriaceae,g__Cryobacterium,s__Cryobacterium_levicorallinum
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Wenxinia,s__Wenxinia_marina
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium_sp_239c
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Croceicoccus,s__Croceicoccus_sediminis
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium_sp_M9A_F_Ca_ET_002_03_1_2
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Xanthobacteraceae,g__Ancylobacter,s__Ancylobacter_dichloromethanicus
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Paucilactobacillus,s__Paucilactobacillus_nenjiangensis
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9619,s__GGB9619_SGB15067
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Tsuneonella,s__Tsuneonella_flava
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_lycopersici
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Zoogloeaceae,g__Thauera,s__Thauera_lacus
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Wigglesworthia,s__Wigglesworthia_glossinidia
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Colwelliaceae,g__Colwellia,s__Colwellia_sp_6M3
k__Bacteria,p__Firmicutes,c__CFGB72918,o__OFGB72918,f__FGB72918,g__GGB27021,s__GGB27021_SGB39228
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,s__Pseudonocardia_sp_MH_G8
k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__Nitrospira_lenta
k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__Sporocytophaga_myxococcoides
k__Bacteria,p__Bacteroidetes,c__CFGB53524,o__OFGB53524,f__FGB53524,g__GGB55442,s__GGB55442_SGB76725
k__Bacteria,p__Candidatus_Microgenomates,c__CFGB3978,o__OFGB3978,f__FGB3978,g__GGB12043,s__GGB12043_SGB18803
k__Bacteria,p__Bacteroidetes,c__CFGB42257,o__OFGB42257,f__FGB42257,g__GGB46513,s__GGB46513_SGB64374
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_anulatus
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__Acidovorax_wautersii
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_acidominimus
k__Bacteria,p__Proteobacteria,c__CFGB44715,o__OFGB44715,f__FGB44715,g__GGB69699,s__GGB69699_SGB93922
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_cichorii
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Ehrlichia,s__Ehrlichia_canis
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp_SAJ15
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Microbacteriaceae,g__Cryocola,s__Cryocola_sp_340MFSha3_1
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,s__Alteromonas_sp_KUL49
k__Bacteria,p__Planctomycetes,c__CFGB44915,o__OFGB44915,f__FGB44915,g__GGB62525,s__GGB62525_SGB84729
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pectobacteriaceae,g__Pectobacterium,s__Pectobacterium_parmentieri
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Moraxellales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter_tianfuensis
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Methylophilaceae,g__Candidatus_Methylopumilus,s__Candidatus_Methylopumilus_rimovensis
k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_xylanexedens
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Secundilactobacillus,s__Secundilactobacillus_mixtipabuli
k__Bacteria,p__Firmicutes,c__Clostridia,o__Natranaerobiales,f__Natranaerobiaceae,g__Natranaerobius,s__Natranaerobius_trueperi
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Roseobacteraceae,g__Ruegeria,s__Ruegeria_sp_EL01
k__Bacteria,p__Firmicutes,c__CFGB76308,o__OFGB76308,f__FGB76308,g__GGB28881,s__GGB28881_SGB41561
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinokineospora,s__Actinokineospora_inagensis
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonadaceae_unclassified,s__Xanthomonadaceae_bacterium_NML08_0793
k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Thiospirochaeta,s__Thiospirochaeta_perfilievii
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Rhodanobacter,s__Rhodanobacter_sp_C06
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium_mantenii
k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Adhaeribacter,s__Adhaeribacter_aerolatus
k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Acidobacterium,s__Acidobacterium_ailaaui
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Arenibacter,s__Arenibacter_nanhaiticus
k__Bacteria,p__Firmicutes,c__CFGB9629,o__OFGB9629,f__FGB9629,g__GGB28840,s__GGB28840_SGB102297
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Actinobacillus,s__Actinobacillus_succinogenes
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Ferrovibrio,s__Ferrovibrio_terrae
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium_hungaricum
k__Bacteria,p__Cyanobacteria,c__Cyanobacteria_unclassified,o__Synechococcales,f__Prochlorococcaceae,g__Prochlorococcus,s__Prochlorococcus_sp_AG_679_P15
k__Bacteria,p__Candidatus_Parcubacteria,c__CFGB3697,o__OFGB3697,f__FGB3697,g__GGB11524,s__GGB11524_SGB18252
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__GGB28933,s__GGB28933_SGB102250
k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__Sphingobacterium_sp_PM2_P1_29
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Hyphomicrobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium_sp_NFR03
k__Bacteria,p__Proteobacteria,c__CFGB3154,o__OFGB3154,f__FGB3154,g__GGB30646,s__GGB30646_SGB43785
k__Bacteria,p__Bacteroidetes,c__CFGB602,o__OFGB602,f__FGB602,g__GGB1420,s__GGB1420_SGB1957
k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Lacipirellulaceae,g__Bythopirellula,s__Bythopirellula_polymerisocia
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_echinoruber
k__Bacteria,p__Proteobacteria,c__CFGB2580,o__OFGB2580,f__FGB2580,g__GGB8060,s__GGB8060_SGB11998
k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__Chitinophaga_sp_CF118
k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB75096,s__GGB75096_SGB102304
k__Bacteria,p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__GGB28951,s__GGB28951_SGB41658
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__GGB4581,s__GGB4581_SGB6331
k__Bacteria,p__Candidatus_Microgenomates,c__CFGB3956,o__OFGB3956,f__FGB3956,g__GGB12004,s__GGB12004_SGB18761
k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp_BA2
k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp_BMS
